"av im","av re","current density im:0","current density im:1","current density im:2","current density re:0","current density re:1","current density re:2","electric field im:0","electric field im:1","electric field im:2","electric field re:0","electric field re:1","electric field re:2","joule heating","magnetic field strength im:0","magnetic field strength im:1","magnetic field strength im:2","magnetic field strength re:0","magnetic field strength re:1","magnetic field strength re:2","magnetic flux density im:0","magnetic flux density im:1","magnetic flux density im:2","magnetic flux density re:0","magnetic flux density re:1","magnetic flux density re:2","w","current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","w potential","w vector e:0","w vector e:1","w vector e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.8201e-50,8.8201e-50,-3.434e-06,-1.3987e-05,19.537,-9.9981e-06,3.9528e-06,-19.836,-0.00011167,-3.847e-05,2.3694,0.00011149,3.8631e-05,44.376,100.59,-19900,-2.6112e-08,1.2986e-06,1062.5,-6.5656e-08,-1.6151e-06,-0.025007,-3.2813e-14,1.6319e-12,0.0013352,-8.2505e-14,-2.0296e-12,0,0,0,0,0,0,0,-0.00010745,-6.145e-05,2.5272,0.00010721,6.1626e-05,47.332,0,-20934,-1028.4,-2.6982e-06,1117.8,54.913,7.0313e-06,-0.026307,-0.0012924,-3.3907e-12,0.0014046,6.9006e-05,8.8357e-12,0,0,0,0,1,0.002355,0,0.002355,0.005
8.8201e-50,8.8201e-50,-3.9117e-06,-1.5971e-05,22.299,-1.1418e-05,4.5253e-06,-22.64,-0.00011155,-3.7569e-05,2.3624,0.00011137,3.7729e-05,44.245,114.79,-19853,-2.5711e-08,1.322e-06,1060,-6.7912e-08,-1.7646e-06,-0.024948,-3.2309e-14,1.6613e-12,0.0013321,-8.5341e-14,-2.2175e-12,0,0,0,0,0,0,0,-0.00010745,-6.145e-05,2.5272,0.00010721,6.1626e-05,47.332,0,-20934,-1028.4,-2.6982e-06,1117.8,54.913,7.0313e-06,-0.026307,-0.0012924,-3.3907e-12,0.0014046,6.9006e-05,8.8357e-12,0,0,0,0,1,0.00236,0,0.00236,0.005
8.8201e-50,8.8201e-50,-4.3894e-06,-1.7954e-05,25.061,-1.2838e-05,5.0978e-06,-25.444,-0.00011143,-3.6668e-05,2.3553,0.00011125,3.6827e-05,44.113,128.99,-19806,-2.531e-08,1.3455e-06,1057.5,-7.0168e-08,-1.9141e-06,-0.02489,-3.1805e-14,1.6907e-12,0.0013289,-8.8176e-14,-2.4054e-12,0,0,0,0,0,0,0,-0.00010745,-6.145e-05,2.5272,0.00010721,6.1626e-05,47.332,0,-20934,-1028.4,-2.6982e-06,1117.8,54.913,7.0313e-06,-0.026307,-0.0012924,-3.3907e-12,0.0014046,6.9006e-05,8.8357e-12,0,0,0,0,1,0.002365,0,0.002365,0.005
8.8201e-50,8.8201e-50,-4.4726e-06,-1.8299e-05,25.542,-1.3086e-05,5.1986e-06,-25.932,-0.00011126,-3.5856e-05,2.3488,0.00011109,3.6015e-05,43.991,131.45,-19766,-2.4219e-08,1.3352e-06,1055.4,-6.9213e-08,-1.9259e-06,-0.024839,-3.0434e-14,1.6779e-12,0.0013262,-8.6975e-14,-2.4202e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00237,0,0.00237,0.005
8.8201e-50,8.8201e-50,-4.377e-06,-1.7902e-05,24.99,-1.2803e-05,5.0855e-06,-25.372,-0.00011108,-3.5085e-05,2.3426,0.0001109,3.5243e-05,43.874,128.61,-19729,-2.2815e-08,1.3097e-06,1053.4,-6.6801e-08,-1.8753e-06,-0.024792,-2.867e-14,1.6458e-12,0.0013237,-8.3944e-14,-2.3565e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002375,0,0.002375,0.005
8.8201e-50,8.8201e-50,-4.2814e-06,-1.7505e-05,24.438,-1.2519e-05,4.9724e-06,-24.811,-0.00011089,-3.4314e-05,2.3363,0.00011072,3.4472e-05,43.756,125.76,-19691,-2.1411e-08,1.2842e-06,1051.4,-6.4389e-08,-1.8246e-06,-0.024745,-2.6906e-14,1.6138e-12,0.0013212,-8.0913e-14,-2.2929e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00238,0,0.00238,0.005
8.8201e-50,8.8201e-50,-4.1858e-06,-1.7107e-05,23.885,-1.2236e-05,4.8594e-06,-24.25,-0.00011071,-3.3542e-05,2.33,0.00011053,3.37e-05,43.639,122.91,-19654,-2.0007e-08,1.2587e-06,1049.4,-6.1977e-08,-1.7739e-06,-0.024698,-2.5142e-14,1.5817e-12,0.0013187,-7.7882e-14,-2.2292e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002385,0,0.002385,0.005
8.8201e-50,8.8201e-50,-4.0902e-06,-1.671e-05,23.333,-1.1953e-05,4.7463e-06,-23.689,-0.00011052,-3.2771e-05,2.3237,0.00011035,3.2928e-05,43.521,120.06,-19617,-1.8603e-08,1.2332e-06,1047.4,-5.9565e-08,-1.7233e-06,-0.024651,-2.3378e-14,1.5497e-12,0.0013162,-7.4851e-14,-2.1656e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00239,0,0.00239,0.005
8.8201e-50,8.8201e-50,-3.9946e-06,-1.6312e-05,22.781,-1.167e-05,4.6333e-06,-23.129,-0.00011034,-3.2e-05,2.3175,0.00011016,3.2157e-05,43.404,117.21,-19579,-1.72e-08,1.2077e-06,1045.4,-5.7153e-08,-1.6726e-06,-0.024604,-2.1614e-14,1.5176e-12,0.0013137,-7.1821e-14,-2.1019e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002395,0,0.002395,0.005
8.8201e-50,8.8201e-50,-3.899e-06,-1.5915e-05,22.228,-1.1387e-05,4.5202e-06,-22.568,-0.00011015,-3.1229e-05,2.3112,0.00010998,3.1385e-05,43.286,114.36,-19542,-1.5796e-08,1.1822e-06,1043.4,-5.4741e-08,-1.622e-06,-0.024557,-1.9849e-14,1.4856e-12,0.0013112,-6.879e-14,-2.0383e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.0024,0,0.0024,0.005
8.8201e-50,8.8201e-50,-3.8034e-06,-1.5518e-05,21.676,-1.1104e-05,4.4072e-06,-22.007,-0.00010996,-3.0457e-05,2.3049,0.00010979,3.0614e-05,43.169,111.51,-19505,-1.4392e-08,1.1567e-06,1041.4,-5.2329e-08,-1.5713e-06,-0.02451,-1.8085e-14,1.4536e-12,0.0013087,-6.5759e-14,-1.9746e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002405,0,0.002405,0.005
8.8201e-50,8.8201e-50,-3.7077e-06,-1.512e-05,21.124,-1.0821e-05,4.2941e-06,-21.446,-0.00010978,-2.9686e-05,2.2987,0.00010961,2.9842e-05,43.051,108.66,-19467,-1.2988e-08,1.1312e-06,1039.4,-4.9917e-08,-1.5207e-06,-0.024463,-1.6321e-14,1.4215e-12,0.0013062,-6.2728e-14,-1.911e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00241,0,0.00241,0.005
8.8201e-50,8.8201e-50,-3.6121e-06,-1.4723e-05,20.571,-1.0537e-05,4.1811e-06,-20.885,-0.00010959,-2.8915e-05,2.2924,0.00010942,2.907e-05,42.934,105.81,-19430,-1.1584e-08,1.1057e-06,1037.4,-4.7506e-08,-1.47e-06,-0.024416,-1.4557e-14,1.3895e-12,0.0013037,-5.9697e-14,-1.8473e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002415,0,0.002415,0.005
8.8201e-50,8.8201e-50,-3.5165e-06,-1.4325e-05,20.019,-1.0254e-05,4.068e-06,-20.325,-0.00010941,-2.8144e-05,2.2861,0.00010924,2.8299e-05,42.816,102.96,-19393,-1.018e-08,1.0802e-06,1035.4,-4.5094e-08,-1.4194e-06,-0.02437,-1.2793e-14,1.3574e-12,0.0013012,-5.6666e-14,-1.7836e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00242,0,0.00242,0.005
8.8201e-50,8.8201e-50,-3.4209e-06,-1.3928e-05,19.467,-9.9711e-06,3.955e-06,-19.764,-0.00010922,-2.7373e-05,2.2798,0.00010906,2.7527e-05,42.699,100.12,-19355,-8.7766e-09,1.0547e-06,1033.4,-4.2682e-08,-1.3687e-06,-0.024323,-1.1029e-14,1.3254e-12,0.0012987,-5.3635e-14,-1.72e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002425,0,0.002425,0.005
8.8201e-50,8.8201e-50,-3.3253e-06,-1.3531e-05,18.915,-9.688e-06,3.8419e-06,-19.203,-0.00010904,-2.6601e-05,2.2736,0.00010887,2.6755e-05,42.581,97.267,-19318,-7.3728e-09,1.0292e-06,1031.5,-4.027e-08,-1.3181e-06,-0.024276,-9.2647e-15,1.2933e-12,0.0012962,-5.0605e-14,-1.6563e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00243,0,0.00243,0.005
8.8201e-50,8.8201e-50,-3.2297e-06,-1.3133e-05,18.362,-9.4048e-06,3.7289e-06,-18.642,-0.00010885,-2.583e-05,2.2673,0.00010869,2.5984e-05,42.464,94.418,-19281,-5.9689e-09,1.0037e-06,1029.5,-3.7858e-08,-1.2674e-06,-0.024229,-7.5005e-15,1.2613e-12,0.0012937,-4.7574e-14,-1.5927e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002435,0,0.002435,0.005
8.8201e-50,8.8201e-50,-3.1341e-06,-1.2736e-05,17.81,-9.1217e-06,3.6158e-06,-18.081,-0.00010867,-2.5059e-05,2.261,0.0001085,2.5212e-05,42.346,91.569,-19243,-4.565e-09,9.7819e-07,1027.5,-3.5446e-08,-1.2168e-06,-0.024182,-5.7364e-15,1.2292e-12,0.0012911,-4.4543e-14,-1.529e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00244,0,0.00244,0.005
8.8201e-50,8.8201e-50,-3.0385e-06,-1.2339e-05,17.258,-8.8385e-06,3.5027e-06,-17.521,-0.00010848,-2.4288e-05,2.2547,0.00010832,2.444e-05,42.229,88.72,-19206,-3.1612e-09,9.5269e-07,1025.5,-3.3034e-08,-1.1661e-06,-0.024135,-3.9723e-15,1.1972e-12,0.0012886,-4.1512e-14,-1.4654e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002445,0,0.002445,0.005
8.8201e-50,8.8201e-50,-2.9429e-06,-1.1941e-05,16.705,-8.5554e-06,3.3897e-06,-16.96,-0.0001083,-2.3516e-05,2.2485,0.00010813,2.3669e-05,42.112,85.871,-19169,-1.7573e-09,9.2719e-07,1023.5,-3.0622e-08,-1.1155e-06,-0.024088,-2.2081e-15,1.1651e-12,0.0012861,-3.8481e-14,-1.4017e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00245,0,0.00245,0.005
8.8201e-50,8.8201e-50,-2.8473e-06,-1.1544e-05,16.153,-8.2722e-06,3.2766e-06,-16.399,-0.00010811,-2.2745e-05,2.2422,0.00010795,2.2897e-05,41.994,83.022,-19131,-3.5354e-10,9.0169e-07,1021.5,-2.821e-08,-1.0648e-06,-0.024041,-4.4408e-16,1.1331e-12,0.0012836,-3.545e-14,-1.3381e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002455,0,0.002455,0.005
8.8201e-50,8.8201e-50,-2.7516e-06,-1.1146e-05,15.601,-7.9891e-06,3.1636e-06,-15.838,-0.00010793,-2.1974e-05,2.2359,0.00010776,2.2125e-05,41.877,80.173,-19094,1.0503e-09,8.7619e-07,1019.5,-2.5798e-08,-1.0142e-06,-0.023994,1.3201e-15,1.101e-12,0.0012811,-3.2419e-14,-1.2744e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00246,0,0.00246,0.005
8.8201e-50,8.8201e-50,-2.656e-06,-1.0749e-05,15.048,-7.7059e-06,3.0505e-06,-15.277,-0.00010774,-2.1203e-05,2.2297,0.00010758,2.1354e-05,41.759,77.324,-19057,2.4542e-09,8.5068e-07,1017.5,-2.3387e-08,-9.6351e-07,-0.023947,3.0842e-15,1.069e-12,0.0012786,-2.9388e-14,-1.2108e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002465,0,0.002465,0.005
8.8201e-50,8.8201e-50,-2.5604e-06,-1.0352e-05,14.496,-7.4228e-06,2.9375e-06,-14.717,-0.00010756,-2.0432e-05,2.2234,0.00010739,2.0582e-05,41.642,74.475,-19019,3.858e-09,8.2518e-07,1015.5,-2.0975e-08,-9.1286e-07,-0.0239,4.8483e-15,1.037e-12,0.0012761,-2.6357e-14,-1.1471e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00247,0,0.00247,0.005
8.8201e-50,8.8201e-50,-2.4648e-06,-9.9542e-06,13.944,-7.1397e-06,2.8244e-06,-14.156,-0.00010737,-1.966e-05,2.2171,0.00010721,1.981e-05,41.524,71.626,-18982,5.2619e-09,7.9968e-07,1013.5,-1.8563e-08,-8.622e-07,-0.023853,6.6125e-15,1.0049e-12,0.0012736,-2.3327e-14,-1.0835e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002475,0,0.002475,0.005
8.8201e-50,8.8201e-50,-2.3692e-06,-9.5568e-06,13.392,-6.8565e-06,2.7114e-06,-13.595,-0.00010718,-1.8889e-05,2.2108,0.00010702,1.9039e-05,41.407,68.777,-18944,6.6657e-09,7.7418e-07,1011.5,-1.6151e-08,-8.1155e-07,-0.023806,8.3766e-15,9.7286e-13,0.0012711,-2.0296e-14,-1.0198e-12,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00248,0,0.00248,0.005
8.8201e-50,8.8201e-50,-2.2736e-06,-9.1595e-06,12.839,-6.5734e-06,2.5983e-06,-13.034,-0.000107,-1.8118e-05,2.2046,0.00010684,1.8267e-05,41.289,65.929,-18907,8.0695e-09,7.4868e-07,1009.5,-1.3739e-08,-7.609e-07,-0.023759,1.0141e-14,9.4082e-13,0.0012686,-1.7265e-14,-9.5618e-13,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002485,0,0.002485,0.005
8.8201e-50,8.8201e-50,-2.178e-06,-8.7621e-06,12.287,-6.2902e-06,2.4853e-06,-12.473,-0.00010681,-1.7347e-05,2.1983,0.00010666,1.7495e-05,41.172,63.08,-18870,9.4734e-09,7.2318e-07,1007.5,-1.1327e-08,-7.1025e-07,-0.023712,1.1905e-14,9.0877e-13,0.0012661,-1.4234e-14,-8.9252e-13,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.00249,0,0.00249,0.005
8.8201e-50,8.8201e-50,-2.0824e-06,-8.3647e-06,11.735,-6.0071e-06,2.3722e-06,-11.913,-0.00010663,-1.6576e-05,2.192,0.00010647,1.6724e-05,41.054,60.231,-18832,1.0877e-08,6.9767e-07,1005.5,-8.9152e-09,-6.596e-07,-0.023666,1.3669e-14,8.7672e-13,0.0012636,-1.1203e-14,-8.2887e-13,0,0,0,0,0,0,0,-0.0001012,-1.873e-05,2.1719,0.00010102,1.8878e-05,40.677,0,-18696,-918.5,3.191e-06,998.27,49.043,-2.2079e-06,-0.023495,-0.0011542,4.0099e-12,0.0012545,6.1629e-05,-2.7745e-12,0,0,0,0,1,0.002495,0,0.002495,0.005
8.8201e-50,8.8201e-50,-1.9868e-06,-7.9673e-06,11.182,-5.7239e-06,2.2591e-06,-11.352,-0.00010644,-1.5804e-05,2.1858,0.00010629,1.5952e-05,40.937,57.382,-18795,1.2281e-08,6.7217e-07,1003.5,-6.5032e-09,-6.0894e-07,-0.023619,1.5433e-14,8.4468e-13,0.0012611,-8.1722e-15,-7.6522e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.0025,0,0.0025,0.005
8.8201e-50,8.8201e-50,-1.8911e-06,-7.5699e-06,10.63,-5.4408e-06,2.1461e-06,-10.791,-0.00010626,-1.5033e-05,2.1795,0.0001061,1.518e-05,40.819,54.533,-18758,1.3685e-08,6.4667e-07,1001.5,-4.0913e-09,-5.5829e-07,-0.023572,1.7197e-14,8.1263e-13,0.0012586,-5.1413e-15,-7.0157e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.002505,0,0.002505,0.005
8.8201e-50,8.8201e-50,-1.7955e-06,-7.1725e-06,10.078,-5.1576e-06,2.033e-06,-10.23,-0.00010607,-1.4262e-05,2.1732,0.00010592,1.4409e-05,40.702,51.684,-18720,1.5089e-08,6.2117e-07,999.54,-1.6794e-09,-5.0764e-07,-0.023525,1.8961e-14,7.8058e-13,0.0012561,-2.1104e-15,-6.3792e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.00251,0,0.00251,0.005
8.8201e-50,8.8201e-50,-1.6999e-06,-6.7751e-06,9.5254,-4.8745e-06,1.92e-06,-9.6695,-0.00010589,-1.3491e-05,2.1669,0.00010573,1.3637e-05,40.584,48.835,-18683,1.6493e-08,5.9567e-07,997.55,7.3251e-10,-4.5698e-07,-0.023478,2.0725e-14,7.4854e-13,0.0012536,9.2051e-16,-5.7426e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.002515,0,0.002515,0.005
8.8201e-50,8.8201e-50,-1.6043e-06,-6.3777e-06,8.9731,-4.5914e-06,1.8069e-06,-9.1087,-0.0001057,-1.272e-05,2.1607,0.00010555,1.2866e-05,40.467,45.986,-18646,1.7896e-08,5.7017e-07,995.56,3.1443e-09,-4.0633e-07,-0.023431,2.249e-14,7.1649e-13,0.0012511,3.9513e-15,-5.1061e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.00252,0,0.00252,0.005
8.8201e-50,8.8201e-50,-1.5087e-06,-5.9804e-06,8.4208,-4.3082e-06,1.6939e-06,-8.5479,-0.00010552,-1.1948e-05,2.1544,0.00010536,1.2094e-05,40.349,43.137,-18608,1.93e-08,5.4466e-07,993.56,5.5562e-09,-3.5568e-07,-0.023384,2.4254e-14,6.8444e-13,0.0012485,6.9822e-15,-4.4696e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.002525,0,0.002525,0.005
8.8201e-50,8.8201e-50,-1.4131e-06,-5.583e-06,7.8685,-4.0251e-06,1.5808e-06,-7.9871,-0.00010533,-1.1177e-05,2.1481,0.00010518,1.1322e-05,40.232,40.288,-18571,2.0704e-08,5.1916e-07,991.57,7.9682e-09,-3.0503e-07,-0.023337,2.6018e-14,6.524e-13,0.001246,1.0013e-14,-3.8331e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.00253,0,0.00253,0.005
8.8201e-50,8.8201e-50,-1.3175e-06,-5.1856e-06,7.3162,-3.7419e-06,1.4678e-06,-7.4263,-0.00010515,-1.0406e-05,2.1418,0.00010499,1.0551e-05,40.114,37.439,-18534,2.2108e-08,4.9366e-07,989.57,1.038e-08,-2.5438e-07,-0.02329,2.7782e-14,6.2035e-13,0.0012435,1.3044e-14,-3.1966e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.002535,0,0.002535,0.005
8.8201e-50,8.8201e-50,-1.2219e-06,-4.7882e-06,6.7639,-3.4588e-06,1.3547e-06,-6.8655,-0.00010496,-9.6346e-06,2.1356,0.00010481,9.7789e-06,39.997,34.59,-18496,2.3512e-08,4.6816e-07,987.58,1.2792e-08,-2.0372e-07,-0.023243,2.9546e-14,5.883e-13,0.001241,1.6075e-14,-2.5601e-13,0,0,0,0,0,0,0,-0.0001012,-1.8729e-05,2.1719,0.00010105,1.8832e-05,40.677,0,-18696,-918.5,3.2269e-06,998.27,49.043,-2.1191e-06,-0.023495,-0.0011542,4.0551e-12,0.0012545,6.1629e-05,-2.6629e-12,0,0,0,0,1,0.00254,0,0.00254,0.005
