"av im","av re","current density im:0","current density im:1","current density im:2","current density re:0","current density re:1","current density re:2","electric field im:0","electric field im:1","electric field im:2","electric field re:0","electric field re:1","electric field re:2","joule heating","magnetic field strength im:0","magnetic field strength im:1","magnetic field strength im:2","magnetic field strength re:0","magnetic field strength re:1","magnetic field strength re:2","magnetic flux density im:0","magnetic flux density im:1","magnetic flux density im:2","magnetic flux density re:0","magnetic flux density re:1","magnetic flux density re:2","current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,-0.0014765,0.10214,1.4296e+05,-0.00475,-0.055073,-1.4525e+05,2.0758e-08,-0.23076,3.728,-1.3272e-08,91.208,-13.326,7.3443e+05,-35422,-9.5372e-07,0.00040025,1909,3.4923e-07,1.9823e-05,-0.044512,-1.1985e-12,5.0297e-10,0.002399,4.3885e-13,2.4911e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001325,0,0.001325,0.005
0,0,-0.0013908,0.096221,1.3467e+05,-0.0044742,-0.051868,-1.3683e+05,1.9454e-08,-0.23502,3.7151,-1.2833e-08,91.468,-13.401,6.9184e+05,-35297,-8.8393e-07,0.00037553,1902.4,3.3499e-07,9.2177e-06,-0.044356,-1.1108e-12,4.719e-10,0.0023906,4.2096e-13,1.1583e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00133,0,0.00133,0.005
0,0,-0.0013051,0.090297,1.2638e+05,-0.0041985,-0.048664,-1.284e+05,1.8149e-08,-0.23928,3.7021,-1.2394e-08,91.729,-13.475,6.4924e+05,-35173,-8.1414e-07,0.0003508,1895.7,3.2074e-07,-1.3877e-06,-0.044199,-1.0231e-12,4.4083e-10,0.0023822,4.0306e-13,-1.7439e-12,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001335,0,0.001335,0.005
0,0,-0.0012194,0.084373,1.1809e+05,-0.0039227,-0.04546,-1.1998e+05,1.6845e-08,-0.24354,3.6892,-1.1956e-08,91.99,-13.55,6.0665e+05,-35048,-7.4435e-07,0.00032608,1889,3.065e-07,-1.1993e-05,-0.044043,-9.3538e-13,4.0976e-10,0.0023738,3.8516e-13,-1.5071e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00134,0,0.00134,0.005
0,0,-0.0011337,0.07845,1.098e+05,-0.003647,-0.042255,-1.1156e+05,1.554e-08,-0.24781,3.6763,-1.1517e-08,92.25,-13.625,5.6405e+05,-34924,-6.7456e-07,0.00030135,1882.3,2.9226e-07,-2.2599e-05,-0.043887,-8.4768e-13,3.7869e-10,0.0023654,3.6727e-13,-2.8399e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001345,0,0.001345,0.005
0,0,-0.0010481,0.072526,1.0151e+05,-0.0033712,-0.039051,-1.0313e+05,1.4236e-08,-0.25207,3.6634,-1.1078e-08,92.511,-13.7,5.2146e+05,-34800,-6.0477e-07,0.00027663,1875.7,2.7802e-07,-3.3205e-05,-0.04373,-7.5998e-13,3.4762e-10,0.002357,3.4937e-13,-4.1726e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00135,0,0.00135,0.005
0,0,-0.0009624,0.066602,93216,-0.0030955,-0.035847,-94708,1.2931e-08,-0.25633,3.6504,-1.0639e-08,92.772,-13.774,4.7887e+05,-34675,-5.3498e-07,0.0002519,1869,2.6378e-07,-4.381e-05,-0.043574,-6.7228e-13,3.1655e-10,0.0023486,3.3147e-13,-5.5054e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001355,0,0.001355,0.005
0,0,-0.00087672,0.060678,84925,-0.0028197,-0.032642,-86283,1.1627e-08,-0.26059,3.6375,-1.02e-08,93.033,-13.849,4.3627e+05,-34551,-4.6519e-07,0.00022718,1862.3,2.4954e-07,-5.4416e-05,-0.043418,-5.8458e-13,2.8548e-10,0.0023402,3.1358e-13,-6.8381e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00136,0,0.00136,0.005
0,0,-0.00079104,0.054754,76634,-0.002544,-0.029438,-77860,1.0322e-08,-0.26485,3.6246,-9.7611e-09,93.293,-13.924,3.9368e+05,-34426,-3.954e-07,0.00020245,1855.6,2.353e-07,-6.5021e-05,-0.043262,-4.9688e-13,2.5441e-10,0.0023318,2.9568e-13,-8.1708e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001365,0,0.001365,0.005
0,0,-0.00070537,0.048831,68342,-0.0022682,-0.026234,-69435,9.0177e-09,-0.26911,3.6117,-9.3222e-09,93.554,-13.999,3.5108e+05,-34302,-3.2561e-07,0.00017773,1849,2.2105e-07,-7.5627e-05,-0.043105,-4.0918e-13,2.2334e-10,0.0023235,2.7779e-13,-9.5036e-11,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00137,0,0.00137,0.005
0,0,-0.00061969,0.042907,60051,-0.0019925,-0.023029,-61011,7.7132e-09,-0.27337,3.5987,-8.8833e-09,93.815,-14.074,3.0849e+05,-34178,-2.5582e-07,0.000153,1842.3,2.0681e-07,-8.6233e-05,-0.042949,-3.2148e-13,1.9227e-10,0.0023151,2.5989e-13,-1.0836e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001375,0,0.001375,0.005
0,0,-0.00053401,0.036983,51760,-0.0017167,-0.019825,-52588,6.4087e-09,-0.27763,3.5858,-8.4444e-09,94.075,-14.148,2.659e+05,-34053,-1.8603e-07,0.00012828,1835.6,1.9257e-07,-9.6838e-05,-0.042793,-2.3378e-13,1.612e-10,0.0023067,2.4199e-13,-1.2169e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00138,0,0.00138,0.005
0,0,-0.00044834,0.031059,43468,-0.001441,-0.016621,-44163,5.1042e-09,-0.2819,3.5729,-8.0055e-09,94.336,-14.223,2.233e+05,-33929,-1.1624e-07,0.00010356,1828.9,1.7833e-07,-0.00010744,-0.042636,-1.4607e-13,1.3013e-10,0.0022983,2.241e-13,-1.3502e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001385,0,0.001385,0.005
0,0,-0.00036266,0.025135,35177,-0.0011652,-0.013416,-35739,3.7997e-09,-0.28616,3.56,-7.5666e-09,94.597,-14.298,1.8071e+05,-33805,-4.6451e-08,7.883e-05,1822.2,1.6409e-07,-0.00011805,-0.04248,-5.8373e-14,9.9061e-11,0.0022899,2.062e-13,-1.4835e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00139,0,0.00139,0.005
0,0,-0.00027698,0.019212,26886,-0.00088945,-0.010212,-27315,2.4952e-09,-0.29042,3.547,-7.1277e-09,94.857,-14.373,1.3811e+05,-33680,2.3338e-08,5.4106e-05,1815.6,1.4985e-07,-0.00012866,-0.042324,2.9327e-14,6.7992e-11,0.0022815,1.883e-13,-1.6167e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001395,0,0.001395,0.005
0,0,-0.0001913,0.013288,18594,-0.0006137,-0.0070078,-18891,1.1908e-09,-0.29468,3.5341,-6.6888e-09,95.118,-14.447,95518,-33556,9.3129e-08,2.9381e-05,1808.9,1.3561e-07,-0.00013926,-0.042167,1.1703e-13,3.6921e-11,0.0022731,1.7041e-13,-1.75e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.0014,0,0.0014,0.005
0,0,-0.00010563,0.0073638,10303,-0.00033794,-0.0038034,-10467,-1.1374e-10,-0.29894,3.5212,-6.2499e-09,95.379,-14.522,52923,-33431,1.6292e-07,4.6561e-06,1802.2,1.2136e-07,-0.00014987,-0.042011,2.0473e-13,5.851e-12,0.0022647,1.5251e-13,-1.8833e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001405,0,0.001405,0.005
0,0,-1.995e-05,0.00144,2011.5,-6.2191e-05,-0.00059905,-2043.2,-1.4182e-09,-0.3032,3.5083,-5.811e-09,95.639,-14.597,10329,-33307,2.3271e-07,-2.0069e-05,1795.5,1.0712e-07,-0.00016047,-0.041855,2.9243e-13,-2.5219e-11,0.0022564,1.3461e-13,-2.0166e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00141,0,0.00141,0.005
0,0,6.5726e-05,-0.0044837,-6279.7,0.00021356,0.0026052,6380.7,-2.7227e-09,-0.30746,3.4954,-5.3721e-09,95.9,-14.672,-32265,-33183,3.025e-07,-4.4793e-05,1788.9,9.2882e-08,-0.00017108,-0.041698,3.8013e-13,-5.6289e-11,0.002248,1.1672e-13,-2.1498e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001415,0,0.001415,0.005
0,0,0.0001514,-0.010408,-14571,0.00048931,0.0058096,14805,-4.0272e-09,-0.31173,3.4824,-4.9332e-09,96.161,-14.747,-74859,-33058,3.7229e-07,-6.9518e-05,1782.2,7.864e-08,-0.00018168,-0.041542,4.6783e-13,-8.7359e-11,0.0022396,9.8822e-14,-2.2831e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00142,0,0.00142,0.005
0,0,0.00023708,-0.016331,-22862,0.00076506,0.0090139,23229,-5.3317e-09,-0.31599,3.4695,-4.4943e-09,96.421,-14.821,-1.1745e+05,-32934,4.4208e-07,-9.4243e-05,1775.5,6.4399e-08,-0.00019229,-0.041386,5.5553e-13,-1.1843e-10,0.0022312,8.0926e-14,-2.4164e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.001425,0,0.001425,0.005
0,0,0.00032276,-0.022255,-31154,0.0010408,0.012218,31653,-6.6362e-09,-0.32025,3.4566,-4.0554e-09,96.682,-14.896,-1.6005e+05,-32809,5.1187e-07,-0.00011897,1768.8,5.0158e-08,-0.00020289,-0.04123,6.4323e-13,-1.495e-10,0.0022228,6.303e-14,-2.5496e-10,0,0,0,0,0,0,-0.011752,-0.26077,3.6487,4.2836,87.191,-14.88,0,-34140,1677.3,9.7904e-05,1840.4,-90.38,-0.00019515,-0.042901,0.0021077,1.2303e-10,0.0023128,-0.00011357,-2.4523e-10,1,0.00143,0,0.00143,0.005
0,0,0.0003717,-0.025643,-35892,0.0011982,0.014044,36467,-7.4351e-09,-0.3219,3.4441,-3.6442e-09,96.931,-14.963,-1.8439e+05,-32692,5.4653e-07,-0.00013327,1762.5,3.7722e-08,-0.0002063,-0.041082,6.8679e-13,-1.6747e-10,0.0022149,4.7403e-14,-2.5925e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001435,0,0.001435,0.005
0,0,0.00035428,-0.02445,-34211,0.0011419,0.01338,34759,-7.3206e-09,-0.31883,3.4323,-3.2829e-09,97.16,-15.014,-1.7575e+05,-32587,5.1772e-07,-0.00012873,1756.9,2.855e-08,-0.00019671,-0.04095,6.5059e-13,-1.6177e-10,0.0022078,3.5877e-14,-2.4719e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00144,0,0.00144,0.005
0,0,0.00033686,-0.023258,-32530,0.0010856,0.012715,33051,-7.2061e-09,-0.31577,3.4205,-2.9216e-09,97.389,-15.065,-1.6712e+05,-32483,4.8891e-07,-0.0001242,1751.2,1.9379e-08,-0.00018711,-0.040819,6.1439e-13,-1.5608e-10,0.0022007,2.4352e-14,-2.3513e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001445,0,0.001445,0.005
0,0,0.00031944,-0.022065,-30849,0.0010292,0.01205,31343,-7.0916e-09,-0.31271,3.4088,-2.5603e-09,97.617,-15.116,-1.5848e+05,-32378,4.6011e-07,-0.00011967,1745.6,1.0207e-08,-0.00017752,-0.040687,5.7819e-13,-1.5038e-10,0.0021936,1.2826e-14,-2.2307e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00145,0,0.00145,0.005
0,0,0.00030202,-0.020872,-29168,0.00097288,0.011386,29636,-6.9771e-09,-0.30964,3.397,-2.199e-09,97.846,-15.168,-1.4985e+05,-32273,4.313e-07,-0.00011513,1739.9,1.035e-09,-0.00016792,-0.040556,5.4198e-13,-1.4468e-10,0.0021865,1.3005e-15,-2.1101e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001455,0,0.001455,0.005
0,0,0.0002846,-0.019679,-27488,0.00091654,0.010721,27928,-6.8625e-09,-0.30658,3.3852,-1.8377e-09,98.075,-15.219,-1.4121e+05,-32169,4.0249e-07,-0.0001106,1734.3,-8.1367e-09,-0.00015832,-0.040424,5.0578e-13,-1.3898e-10,0.0021794,-1.0225e-14,-1.9896e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00146,0,0.00146,0.005
0,0,0.00026718,-0.018486,-25807,0.0008602,0.010057,26220,-6.748e-09,-0.30351,3.3734,-1.4764e-09,98.304,-15.27,-1.3258e+05,-32064,3.7368e-07,-0.00010607,1728.6,-1.7309e-08,-0.00014873,-0.040293,4.6958e-13,-1.3329e-10,0.0021723,-2.1751e-14,-1.869e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001465,0,0.001465,0.005
0,0,0.00024976,-0.017293,-24126,0.00080386,0.0093921,24512,-6.6335e-09,-0.30045,3.3617,-1.1151e-09,98.532,-15.321,-1.2394e+05,-31959,3.4487e-07,-0.00010153,1723,-2.648e-08,-0.00013913,-0.040161,4.3338e-13,-1.2759e-10,0.0021652,-3.3276e-14,-1.7484e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00147,0,0.00147,0.005
0,0,0.00023234,-0.0161,-22445,0.00074752,0.0087276,22804,-6.519e-09,-0.29739,3.3499,-7.5376e-10,98.761,-15.373,-1.1531e+05,-31854,3.1606e-07,-9.7e-05,1717.4,-3.5652e-08,-0.00012954,-0.04003,3.9718e-13,-1.2189e-10,0.0021581,-4.4802e-14,-1.6278e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001475,0,0.001475,0.005
0,0,0.00021491,-0.014907,-20764,0.00069118,0.008063,21096,-6.4045e-09,-0.29432,3.3381,-3.9246e-10,98.99,-15.424,-1.0667e+05,-31750,2.8725e-07,-9.2466e-05,1711.7,-4.4824e-08,-0.00011994,-0.039898,3.6098e-13,-1.162e-10,0.002151,-5.6328e-14,-1.5072e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00148,0,0.00148,0.005
0,0,0.00019749,-0.013714,-19083,0.00063484,0.0073984,19389,-6.29e-09,-0.29126,3.3263,-3.1156e-11,99.218,-15.475,-98034,-31645,2.5845e-07,-8.7932e-05,1706.1,-5.3996e-08,-0.00011035,-0.039766,3.2477e-13,-1.105e-10,0.0021439,-6.7853e-14,-1.3866e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001485,0,0.001485,0.005
0,0,0.00018007,-0.012521,-17402,0.0005785,0.0067339,17681,-6.1755e-09,-0.28819,3.3146,3.3014e-10,99.447,-15.526,-89399,-31540,2.2964e-07,-8.3399e-05,1700.4,-6.3168e-08,-0.00010075,-0.039635,2.8857e-13,-1.048e-10,0.0021368,-7.9379e-14,-1.2661e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00149,0,0.00149,0.005
0,0,0.00016265,-0.011328,-15721,0.00052216,0.0060693,15973,-6.061e-09,-0.28513,3.3028,6.9144e-10,99.676,-15.578,-80763,-31436,2.0083e-07,-7.8865e-05,1694.8,-7.2339e-08,-9.1155e-05,-0.039503,2.5237e-13,-9.9105e-11,0.0021297,-9.0904e-14,-1.1455e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001495,0,0.001495,0.005
0,0,0.00014523,-0.010135,-14041,0.00046582,0.0054047,14265,-5.9465e-09,-0.28206,3.291,1.0527e-09,99.905,-15.629,-72128,-31331,1.7202e-07,-7.4332e-05,1689.1,-8.1511e-08,-8.1559e-05,-0.039372,2.1617e-13,-9.3408e-11,0.0021226,-1.0243e-13,-1.0249e-10,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.0015,0,0.0015,0.005
0,0,0.00012781,-0.0089421,-12360,0.00040948,0.0047402,12557,-5.832e-09,-0.279,3.2793,1.414e-09,100.13,-15.68,-63493,-31226,1.4321e-07,-6.9798e-05,1683.5,-9.0683e-08,-7.1963e-05,-0.03924,1.7997e-13,-8.7711e-11,0.0021155,-1.1396e-13,-9.0432e-11,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001505,0,0.001505,0.005
0,0,0.00011039,-0.0077492,-10679,0.00035314,0.0040756,10849,-5.7175e-09,-0.27594,3.2675,1.7753e-09,100.36,-15.731,-54857,-31122,1.144e-07,-6.5264e-05,1677.8,-9.9855e-08,-6.2368e-05,-0.039109,1.4377e-13,-8.2014e-11,0.0021084,-1.2548e-13,-7.8374e-11,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00151,0,0.00151,0.005
0,0,9.2969e-05,-0.0065562,-8997.9,0.0002968,0.003411,9141.5,-5.603e-09,-0.27287,3.2557,2.1366e-09,100.59,-15.783,-46221,-31017,8.5596e-08,-6.0731e-05,1672.2,-1.0903e-07,-5.2772e-05,-0.038977,1.0756e-13,-7.6317e-11,0.0021013,-1.3701e-13,-6.6315e-11,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001515,0,0.001515,0.005
0,0,7.5548e-05,-0.0053633,-7317.1,0.00024046,0.0027465,7433.7,-5.4885e-09,-0.26981,3.2439,2.4979e-09,100.82,-15.834,-37586,-30912,5.6788e-08,-5.6197e-05,1666.5,-1.182e-07,-4.3176e-05,-0.038845,7.1364e-14,-7.062e-11,0.0020942,-1.4853e-13,-5.4257e-11,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00152,0,0.00152,0.005
0,0,5.8127e-05,-0.0041703,-5636.2,0.00018412,0.0020819,5725.8,-5.374e-09,-0.26674,3.2322,2.8592e-09,101.05,-15.885,-28951,-30808,2.7979e-08,-5.1664e-05,1660.9,-1.2737e-07,-3.3581e-05,-0.038714,3.5162e-14,-6.4923e-11,0.0020871,-1.6006e-13,-4.2199e-11,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001525,0,0.001525,0.005
0,0,4.0706e-05,-0.0029774,-3955.3,0.00012778,0.0014173,4018,-5.2594e-09,-0.26368,3.2204,3.2205e-09,101.28,-15.936,-20315,-30703,-8.2974e-10,-4.713e-05,1655.2,-1.3654e-07,-2.3985e-05,-0.038582,-1.0403e-15,-5.9225e-11,0.00208,-1.7158e-13,-3.014e-11,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.00153,0,0.00153,0.005
0,0,2.3286e-05,-0.0017845,-2274.4,7.1445e-05,0.00075277,2310.2,-5.1449e-09,-0.26062,3.2086,3.5818e-09,101.51,-15.988,-11680,-30598,-2.9638e-08,-4.2597e-05,1649.6,-1.4571e-07,-1.4389e-05,-0.038451,-3.7241e-14,-5.3528e-11,0.0020729,-1.8311e-13,-1.8082e-11,0,0,0,0,0,0,-0.010183,-0.22548,3.3477,4.5637,92.903,-16.693,0,-31304,1537.9,-4.784e-05,1687.6,-82.897,5.2258e-05,-0.039338,0.0019326,-6.0118e-11,0.0021207,-0.00010417,6.5669e-11,1,0.001535,0,0.001535,0.005
