"av im","av re","current density im:0","current density im:1","current density im:2","current density re:0","current density re:1","current density re:2","electric field im:0","electric field im:1","electric field im:2","electric field re:0","electric field re:1","electric field re:2","joule heating","magnetic field strength im:0","magnetic field strength im:1","magnetic field strength im:2","magnetic field strength re:0","magnetic field strength re:1","magnetic field strength re:2","magnetic flux density im:0","magnetic flux density im:1","magnetic flux density im:2","magnetic flux density re:0","magnetic flux density re:1","magnetic flux density re:2","J_rms_z","current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.2301e-06,-5.7803e-07,31.513,-10.286,-1.9108e+07,-30.754,11.208,1.0908e+07,5.4333e-07,-2.4608e-07,-0.32945,-5.3024e-07,3.4495e-06,0.18807,4.0373e+06,2349.3,8.0577e-07,0.0043633,358.58,-3.9574e-07,0.0093938,0.0029522,1.0126e-12,5.483e-09,0.0004506,-4.973e-13,1.1805e-08,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000439,0,0.000439,0.005
-1.243e-06,-5.6913e-07,31.221,-10.494,-1.9102e+07,-29.666,10.513,1.1108e+07,5.3829e-07,-2.5494e-07,-0.32934,-5.1148e-07,3.2761e-06,0.19152,4.091e+06,2362.5,7.8347e-07,0.0042042,341.59,-3.7094e-07,0.0092115,0.0029688,9.8454e-13,5.2831e-09,0.00042926,-4.6614e-13,1.1575e-08,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.00044,0,0.00044,0.005
-1.2559e-06,-5.6024e-07,30.929,-10.702,-1.9095e+07,-28.577,9.8173,1.1309e+07,5.3325e-07,-2.6379e-07,-0.32923,-4.9271e-07,3.1028e-06,0.19498,4.1446e+06,2375.7,7.6117e-07,0.0040451,324.6,-3.4614e-07,0.0090291,0.0029854,9.5652e-13,5.0832e-09,0.00040791,-4.3497e-13,1.1346e-08,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000441,0,0.000441,0.005
-1.2688e-06,-5.5134e-07,30.636,-10.91,-1.9089e+07,-27.489,9.122,1.1509e+07,5.2821e-07,-2.7264e-07,-0.32912,-4.7395e-07,2.9295e-06,0.19843,4.1982e+06,2388.9,7.3887e-07,0.0038859,307.61,-3.2134e-07,0.0088468,0.003002,9.2849e-13,4.8832e-09,0.00038656,-4.038e-13,1.1117e-08,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000442,0,0.000442,0.005
-1.2816e-06,-5.4244e-07,30.344,-11.119,-1.9083e+07,-26.401,8.4268,1.1709e+07,5.2318e-07,-2.8149e-07,-0.32901,-4.5519e-07,2.7561e-06,0.20188,4.2518e+06,2402.1,7.1657e-07,0.0037268,290.63,-2.9653e-07,0.0086645,0.0030186,9.0047e-13,4.6833e-09,0.00036521,-3.7264e-13,1.0888e-08,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000443,0,0.000443,0.005
-1.2945e-06,-5.3354e-07,30.052,-11.327,-1.9076e+07,-25.312,7.7315,1.191e+07,5.1814e-07,-2.9034e-07,-0.3289,-4.3642e-07,2.5828e-06,0.20534,4.3055e+06,2415.3,6.9427e-07,0.0035677,273.64,-2.7173e-07,0.0084821,0.0030352,8.7245e-13,4.4833e-09,0.00034386,-3.4147e-13,1.0659e-08,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000444,0,0.000444,0.005
-1.3074e-06,-5.2464e-07,29.76,-11.535,-1.907e+07,-24.224,7.0363,1.211e+07,5.131e-07,-2.9919e-07,-0.32879,-4.1766e-07,2.4094e-06,0.20879,4.3591e+06,2428.6,6.7197e-07,0.0034086,256.65,-2.4693e-07,0.0082998,0.0030518,8.4442e-13,4.2834e-09,0.00032252,-3.103e-13,1.043e-08,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000445,0,0.000445,0.005
-1.3203e-06,-5.1575e-07,29.468,-11.743,-1.9063e+07,-23.136,6.341,1.231e+07,5.0806e-07,-3.0804e-07,-0.32868,-3.989e-07,2.2361e-06,0.21224,4.4127e+06,2441.8,6.4967e-07,0.0032495,239.66,-2.2213e-07,0.0081175,0.0030684,8.164e-13,4.0835e-09,0.00030117,-2.7914e-13,1.0201e-08,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000446,0,0.000446,0.005
-1.3332e-06,-5.0685e-07,29.175,-11.951,-1.9057e+07,-22.048,5.6458,1.251e+07,5.0302e-07,-3.1689e-07,-0.32857,-3.8013e-07,2.0627e-06,0.21569,4.4663e+06,2455,6.2737e-07,0.0030904,222.68,-1.9733e-07,0.0079351,0.003085,7.8838e-13,3.8835e-09,0.00027982,-2.4797e-13,9.9716e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000447,0,0.000447,0.005
-1.3461e-06,-4.9795e-07,28.883,-12.159,-1.9051e+07,-20.959,4.9505,1.2711e+07,4.9799e-07,-3.2574e-07,-0.32846,-3.6137e-07,1.8894e-06,0.21915,4.52e+06,2468.2,6.0507e-07,0.0029313,205.69,-1.7253e-07,0.0077528,0.0031016,7.6035e-13,3.6836e-09,0.00025847,-2.168e-13,9.7424e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000448,0,0.000448,0.005
-1.3589e-06,-4.8905e-07,28.591,-12.367,-1.9044e+07,-19.871,4.2553,1.2911e+07,4.9295e-07,-3.3459e-07,-0.32835,-3.426e-07,1.716e-06,0.2226,4.5736e+06,2481.4,5.8277e-07,0.0027722,188.7,-1.4773e-07,0.0075705,0.0031182,7.3233e-13,3.4837e-09,0.00023713,-1.8564e-13,9.5133e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000449,0,0.000449,0.005
-1.3718e-06,-4.8016e-07,28.299,-12.575,-1.9038e+07,-18.783,3.56,1.3111e+07,4.8791e-07,-3.4344e-07,-0.32824,-3.2384e-07,1.5427e-06,0.22605,4.6272e+06,2494.6,5.6047e-07,0.0026131,171.71,-1.2293e-07,0.0073881,0.0031348,7.0431e-13,3.2837e-09,0.00021578,-1.5447e-13,9.2842e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.00045,0,0.00045,0.005
-1.3847e-06,-4.7126e-07,28.007,-12.784,-1.9031e+07,-17.695,2.8648,1.3311e+07,4.8287e-07,-3.5229e-07,-0.32812,-3.0508e-07,1.3693e-06,0.22951,4.6808e+06,2507.8,5.3817e-07,0.002454,154.72,-9.8124e-08,0.0072058,0.0031514,6.7628e-13,3.0838e-09,0.00019443,-1.2331e-13,9.0551e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000451,0,0.000451,0.005
-1.3976e-06,-4.6236e-07,27.714,-12.992,-1.9025e+07,-16.606,2.1695,1.3512e+07,4.7783e-07,-3.6114e-07,-0.32801,-2.8631e-07,1.196e-06,0.23296,4.7345e+06,2521,5.1587e-07,0.0022949,137.74,-7.3323e-08,0.0070235,0.003168,6.4826e-13,2.8838e-09,0.00017308,-9.214e-14,8.8259e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000452,0,0.000452,0.005
-1.4105e-06,-4.5346e-07,27.422,-13.2,-1.9018e+07,-15.518,1.4743,1.3712e+07,4.728e-07,-3.7e-07,-0.3279,-2.6755e-07,1.0226e-06,0.23641,4.7881e+06,2534.2,4.9357e-07,0.0021358,120.75,-4.8521e-08,0.0068411,0.0031846,6.2024e-13,2.6839e-09,0.00015174,-6.0974e-14,8.5968e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000453,0,0.000453,0.005
-1.4234e-06,-4.4457e-07,27.13,-13.408,-1.9012e+07,-14.43,0.77901,1.3912e+07,4.6776e-07,-3.7885e-07,-0.32779,-2.4879e-07,8.4929e-07,0.23986,4.8417e+06,2547.4,4.7127e-07,0.0019767,103.76,-2.372e-08,0.0066588,0.0032012,5.9222e-13,2.484e-09,0.00013039,-2.9807e-14,8.3677e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000454,0,0.000454,0.005
-1.4363e-06,-4.3567e-07,26.838,-13.616,-1.9006e+07,-13.341,0.08376,1.4112e+07,4.6272e-07,-3.877e-07,-0.32768,-2.3002e-07,6.7594e-07,0.24332,4.8953e+06,2560.6,4.4897e-07,0.0018176,86.773,1.0819e-09,0.0064765,0.0032178,5.6419e-13,2.284e-09,0.00010904,1.3595e-15,8.1385e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000455,0,0.000455,0.005
-1.4491e-06,-4.2677e-07,26.546,-13.824,-1.8999e+07,-12.253,-0.61147,1.4313e+07,4.5768e-07,-3.9655e-07,-0.32757,-2.1126e-07,5.026e-07,0.24677,4.9489e+06,2573.8,4.2667e-07,0.0016585,69.785,2.5883e-08,0.0062941,0.0032344,5.3617e-13,2.0841e-09,8.7695e-05,3.2525e-14,7.9094e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000456,0,0.000456,0.005
-1.462e-06,-4.1787e-07,26.253,-14.032,-1.8993e+07,-11.165,-1.3067,1.4513e+07,4.5264e-07,-4.054e-07,-0.32746,-1.925e-07,3.2925e-07,0.25022,5.0026e+06,2587,4.0437e-07,0.0014993,52.797,5.0684e-08,0.0061118,0.003251,5.0815e-13,1.8841e-09,6.6347e-05,6.3692e-14,7.6803e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000457,0,0.000457,0.005
-1.4749e-06,-4.0897e-07,25.961,-14.24,-1.8986e+07,-10.077,-2.002,1.4713e+07,4.4761e-07,-4.1425e-07,-0.32735,-1.7373e-07,1.559e-07,0.25368,5.0562e+06,2600.3,3.8207e-07,0.0013402,35.809,7.5486e-08,0.0059294,0.0032676,4.8012e-13,1.6842e-09,4.4999e-05,9.4858e-14,7.4512e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000458,0,0.000458,0.005
-1.4878e-06,-4.0008e-07,25.669,-14.448,-1.898e+07,-8.9883,-2.6972,1.4914e+07,4.4257e-07,-4.231e-07,-0.32724,-1.5497e-07,-1.7445e-08,0.25713,5.1098e+06,2613.5,3.5977e-07,0.0011811,18.821,1.0029e-07,0.0057471,0.0032842,4.521e-13,1.4843e-09,2.3651e-05,1.2602e-13,7.222e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000459,0,0.000459,0.005
-1.5007e-06,-3.9118e-07,25.377,-14.657,-1.8973e+07,-7.9,-3.3925,1.5114e+07,4.3753e-07,-4.3195e-07,-0.32713,-1.3621e-07,-1.9079e-07,0.26058,5.1634e+06,2626.7,3.3747e-07,0.001022,1.8338,1.2509e-07,0.0055648,0.0033008,4.2408e-13,1.2843e-09,2.3044e-06,1.5719e-13,6.9929e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.00046,0,0.00046,0.005
-1.5136e-06,-3.8228e-07,25.085,-14.865,-1.8967e+07,-6.8117,-4.0877,1.5314e+07,4.3249e-07,-4.408e-07,-0.32702,-1.1744e-07,-3.6414e-07,0.26404,5.2171e+06,2639.9,3.1517e-07,0.00086292,-15.154,1.4989e-07,0.0053824,0.0033174,3.9605e-13,1.0844e-09,-1.9043e-05,1.8836e-13,6.7638e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000461,0,0.000461,0.005
-1.5264e-06,-3.7338e-07,24.792,-15.073,-1.8961e+07,-5.7234,-4.783,1.5514e+07,4.2746e-07,-4.4965e-07,-0.32691,-9.868e-08,-5.3748e-07,0.26749,5.2707e+06,2653.1,2.9287e-07,0.00070381,-32.142,1.7469e-07,0.0052001,0.003334,3.6803e-13,8.8444e-10,-4.0391e-05,2.1952e-13,6.5346e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000462,0,0.000462,0.005
-1.5393e-06,-3.6449e-07,24.5,-15.281,-1.8954e+07,-4.6351,-5.4782,1.5715e+07,4.2242e-07,-4.585e-07,-0.3268,-7.9916e-08,-7.1083e-07,0.27094,5.3243e+06,2666.3,2.7057e-07,0.0005447,-49.13,1.9949e-07,0.0050178,0.0033506,3.4001e-13,6.8449e-10,-6.1739e-05,2.5069e-13,6.3055e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000463,0,0.000463,0.005
-1.5522e-06,-3.5559e-07,24.208,-15.489,-1.8948e+07,-3.5469,-6.1735,1.5915e+07,4.1738e-07,-4.6735e-07,-0.32668,-6.1153e-08,-8.8418e-07,0.27439,5.3779e+06,2679.5,2.4827e-07,0.0003856,-66.118,2.2429e-07,0.0048354,0.0033672,3.1199e-13,4.8456e-10,-8.3086e-05,2.8186e-13,6.0764e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000464,0,0.000464,0.005
-1.5651e-06,-3.4669e-07,23.916,-15.697,-1.8941e+07,-2.4586,-6.8687,1.6115e+07,4.1234e-07,-4.762e-07,-0.32657,-4.239e-08,-1.0575e-06,0.27785,5.4316e+06,2692.7,2.2597e-07,0.00022649,-83.106,2.491e-07,0.0046531,0.0033838,2.8396e-13,2.8462e-10,-0.00010443,3.1302e-13,5.8473e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000465,0,0.000465,0.005
-1.578e-06,-3.3779e-07,23.624,-15.905,-1.8935e+07,-1.3703,-7.564,1.6315e+07,4.073e-07,-4.8506e-07,-0.32646,-2.3626e-08,-1.2309e-06,0.2813,5.4852e+06,2705.9,2.0367e-07,6.7384e-05,-100.09,2.739e-07,0.0044708,0.0034004,2.5594e-13,8.4678e-11,-0.00012578,3.4419e-13,5.6181e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000466,0,0.000466,0.005
-1.5909e-06,-3.2889e-07,23.331,-16.113,-1.8928e+07,-0.28202,-8.2592,1.6516e+07,4.0227e-07,-4.9391e-07,-0.32635,-4.8625e-09,-1.4042e-06,0.28475,5.5388e+06,2719.1,1.8137e-07,-9.1724e-05,-117.08,2.987e-07,0.0042884,0.003417,2.2792e-13,-1.1526e-10,-0.00014713,3.7536e-13,5.389e-09,2.4781e+07,20.651,-0.56482,-1.8955e+07,-4.4605,-13.148,1.5962e+07,3.5606e-07,-9.7383e-09,-0.32681,-7.6906e-08,-2.2669e-07,0.27521,5.403e+06,2676.2,-173.67,0.0012782,-13.543,-14.048,-0.062162,0.003363,-0.00021824,1.6062e-09,-1.7018e-05,-1.7654e-05,-7.8115e-08,1,0.000467,0,0.000467,0.005
-1.6037e-06,-3.2e-07,23.039,-16.321,-1.8922e+07,0.80623,-8.9545,1.6716e+07,3.9723e-07,-5.0276e-07,-0.32624,1.3901e-08,-1.5776e-06,0.28821,5.5924e+06,2732.3,1.5907e-07,-0.00025083,-134.07,3.235e-07,0.0041061,0.0034336,1.9989e-13,-3.152e-10,-0.00016848,4.0652e-13,5.1599e-09,2.4781e+07,16.039,-69.674,-1.8955e+07,0.53469,62.987,1.5962e+07,2.7654e-07,-1.2013e-06,-0.32681,9.2188e-09,1.086e-06,0.27521,5.403e+06,2676.2,-173.67,0.0012767,-13.543,-14.048,-0.062147,0.003363,-0.00021824,1.6044e-09,-1.7018e-05,-1.7654e-05,-7.8096e-08,1,0.000468,0,0.000468,0.005
-1.6166e-06,-3.111e-07,22.747,-16.53,-1.8916e+07,1.8945,-9.6497,1.6916e+07,3.9219e-07,-5.1161e-07,-0.32613,3.2664e-08,-1.7509e-06,0.29166,5.6461e+06,2745.5,1.3675e-07,-0.00040994,-151.06,3.483e-07,0.0039238,0.0034501,1.7185e-13,-5.1514e-10,-0.00018982,4.3769e-13,4.9308e-09,2.4781e+07,16.039,-69.674,-1.8955e+07,0.53469,62.987,1.5962e+07,2.7654e-07,-1.2013e-06,-0.32681,9.2188e-09,1.086e-06,0.27521,5.403e+06,2676.2,-173.67,0.0012767,-13.543,-14.048,-0.062147,0.003363,-0.00021824,1.6044e-09,-1.7018e-05,-1.7654e-05,-7.8096e-08,1,0.000469,0,0.000469,0.005
-1.6295e-06,-3.022e-07,22.455,-16.738,-1.8909e+07,2.9828,-10.345,1.7117e+07,3.8715e-07,-5.2046e-07,-0.32602,5.1428e-08,-1.9243e-06,0.29511,5.6997e+06,2758.7,1.1447e-07,-0.00056904,-168.05,3.731e-07,0.0037414,0.0034667,1.4385e-13,-7.1508e-10,-0.00021117,4.6885e-13,4.7016e-09,2.4781e+07,16.039,-69.674,-1.8955e+07,0.53469,62.987,1.5962e+07,2.7654e-07,-1.2013e-06,-0.32681,9.2188e-09,1.086e-06,0.27521,5.403e+06,2676.2,-173.67,0.0012767,-13.543,-14.048,-0.062147,0.003363,-0.00021824,1.6044e-09,-1.7018e-05,-1.7654e-05,-7.8096e-08,1,0.00047,0,0.00047,0.005
-1.6424e-06,-2.933e-07,22.163,-16.946,-1.8903e+07,4.0711,-11.04,1.7317e+07,3.8211e-07,-5.2931e-07,-0.32591,7.0191e-08,-2.0976e-06,0.29856,5.7533e+06,2772,9.217e-08,-0.00072815,-185.03,3.979e-07,0.0035591,0.0034833,1.1582e-13,-9.1502e-10,-0.00023252,5.0002e-13,4.4725e-09,2.4781e+07,16.039,-69.674,-1.8955e+07,0.53469,62.987,1.5962e+07,2.7654e-07,-1.2013e-06,-0.32681,9.2188e-09,1.086e-06,0.27521,5.403e+06,2676.2,-173.67,0.0012767,-13.543,-14.048,-0.062147,0.003363,-0.00021824,1.6044e-09,-1.7018e-05,-1.7654e-05,-7.8096e-08,1,0.000471,0,0.000471,0.005
-1.6553e-06,-2.8441e-07,21.87,-17.154,-1.8896e+07,5.1594,-11.735,1.7517e+07,3.7708e-07,-5.3816e-07,-0.3258,8.8954e-08,-2.271e-06,0.30202,5.8069e+06,2785.2,6.987e-08,-0.00088725,-202.02,4.227e-07,0.0033768,0.0034999,8.7801e-14,-1.115e-09,-0.00025387,5.3119e-13,4.2434e-09,2.4781e+07,16.039,-69.674,-1.8955e+07,0.53469,62.987,1.5962e+07,2.7654e-07,-1.2013e-06,-0.32681,9.2188e-09,1.086e-06,0.27521,5.403e+06,2676.2,-173.67,0.0012767,-13.543,-14.048,-0.062147,0.003363,-0.00021824,1.6044e-09,-1.7018e-05,-1.7654e-05,-7.8096e-08,1,0.000472,0,0.000472,0.005
-1.6682e-06,-2.7551e-07,21.578,-17.362,-1.889e+07,6.2476,-12.431,1.7717e+07,3.7204e-07,-5.4701e-07,-0.32569,1.0772e-07,-2.4443e-06,0.30547,5.8605e+06,2798.4,4.757e-08,-0.0010464,-219.01,4.4751e-07,0.0031944,0.0035165,5.9778e-14,-1.3149e-09,-0.00027521,5.6235e-13,4.0142e-09,2.4781e+07,16.039,-69.674,-1.8955e+07,0.53469,62.987,1.5962e+07,2.7654e-07,-1.2013e-06,-0.32681,9.2188e-09,1.086e-06,0.27521,5.403e+06,2676.2,-173.67,0.0012767,-13.543,-14.048,-0.062147,0.003363,-0.00021824,1.6044e-09,-1.7018e-05,-1.7654e-05,-7.8096e-08,1,0.000473,0,0.000473,0.005
